"scientificname","longitude","latitude","datecollected","timeofday","stock","life_stage","length"
"Oncorhynchus tshawytscha",-120.21461,45.72731,"2010-05-06T15:43:00",15.71666667,"Unknown","JUVENILE",0.135
"Oncorhynchus kisutch",-121.0529,49.8615,"2005-05-19T18:15:00",18.25,"Spius Creek","",0.132
"Oncorhynchus kisutch",-121.0529,49.8615,"2005-05-19T18:15:00",18.25,"Spius Creek","",0.138
"Oncorhynchus tshawytscha",-120.21651,45.73063,"2010-05-06T15:36:00",15.6,"Unknown","JUVENILE",0.151
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.177
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.139
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.137
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.142
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.138
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.133
"Oncorhynchus tshawytscha",-120.21651,45.73063,"2010-05-06T15:36:00",15.6,"Unknown","JUVENILE",0.184
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.134
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.14
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.126
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.127
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.13
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.132
"Oncorhynchus tshawytscha",-120.21421,45.72547,"2010-05-06T15:46:00",15.76666667,"Unknown","JUVENILE",0.163
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.136
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.135
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-09T03:00:00",3,"Coldwater River","",0.121
"Oncorhynchus tshawytscha",-120.21651,45.73063,"2010-05-06T15:36:00",15.6,"Unknown","JUVENILE",0.143
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.128
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.124
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-09T03:00:00",3,"Coldwater River","",0.143
"Oncorhynchus tshawytscha",-120.21606,45.73093,"2010-05-06T15:38:00",15.63333333,"Unknown","JUVENILE",0.154
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-09T03:00:00",3,"Coldwater River","",0.13
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-09T03:00:00",3,"Coldwater River","",0.137
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-09T03:00:00",3,"Coldwater River","",0.165
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-09T03:00:00",3,"Coldwater River","",0.144
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-09T03:00:00",3,"Coldwater River","",0.14
"Oncorhynchus tshawytscha",-120.21651,45.73063,"2010-05-06T15:36:00",15.6,"Unknown","JUVENILE",0.172
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.133
"Oncorhynchus tshawytscha",-120.8504,50.146,"2005-05-02T22:39:00",22.65,"Nicola River","",0.118
"Oncorhynchus tshawytscha",-120.8504,50.146,"2005-05-02T22:39:00",22.65,"Nicola River","",0.114
"Oncorhynchus tshawytscha",-120.8504,50.146,"2005-05-02T22:39:00",22.65,"Nicola River","",0.115
"Oncorhynchus tshawytscha",-120.8504,50.146,"2005-05-02T22:39:00",22.65,"Nicola River","",0.119
"Oncorhynchus tshawytscha",-120.8504,50.146,"2005-05-02T22:39:00",22.65,"Nicola River","",0.127
"Oncorhynchus tshawytscha",-120.8504,50.146,"2005-05-02T22:39:00",22.65,"Nicola River","",0.12
"Oncorhynchus tshawytscha",-120.21421,45.72547,"2010-05-06T15:46:00",15.76666667,"Unknown","JUVENILE",0.162
"Oncorhynchus tshawytscha",-120.8504,50.146,"2005-05-02T22:39:00",22.65,"Nicola River","",0.116
"Oncorhynchus tshawytscha",-120.8504,50.146,"2005-05-02T22:39:00",22.65,"Nicola River","",0.117
"Oncorhynchus tshawytscha",-120.8504,50.146,"2005-05-02T22:39:00",22.65,"Nicola River","",0.112
"Oncorhynchus tshawytscha",-120.8504,50.146,"2005-05-02T22:39:00",22.65,"Nicola River","",0.123
"Oncorhynchus tshawytscha",-120.21421,45.72547,"2010-05-06T15:46:00",15.76666667,"Unknown","JUVENILE",0.151
"Oncorhynchus tshawytscha",-120.8504,50.146,"2005-05-02T22:39:00",22.65,"Nicola River","",0.113
"Oncorhynchus tshawytscha",-120.21606,45.73093,"2010-05-06T15:38:00",15.63333333,"Unknown","JUVENILE",0.156
"Oncorhynchus tshawytscha",-120.8504,50.146,"2005-05-02T22:39:00",22.65,"Nicola River","",0.125
"Oncorhynchus tshawytscha",-120.8504,50.146,"2005-05-02T22:39:00",22.65,"Nicola River","",0.124
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-15T17:22:00",17.36666667,"Port Coquitlam","",0.128
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-15T17:22:00",17.36666667,"Port Coquitlam","",0.12
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-15T17:22:00",17.36666667,"Port Coquitlam","",0.125
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-15T17:22:00",17.36666667,"Port Coquitlam","",0.124
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-15T17:22:00",17.36666667,"Port Coquitlam","",0.13
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-15T17:22:00",17.36666667,"Port Coquitlam","",0.132
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-15T17:22:00",17.36666667,"Port Coquitlam","",0.121
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-15T17:22:00",17.36666667,"Port Coquitlam","",0.14
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-15T17:22:00",17.36666667,"Port Coquitlam","",0.122
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-15T17:22:00",17.36666667,"Port Coquitlam","",0.129
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-15T17:22:00",17.36666667,"Port Coquitlam","",0.123
"Oncorhynchus tshawytscha",-120.21651,45.73063,"2010-05-06T15:36:00",15.6,"Unknown","JUVENILE",0.161
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-15T17:22:00",17.36666667,"Port Coquitlam","",0.137
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-15T17:22:00",17.36666667,"Port Coquitlam","",0.126
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-22T15:30:00",15.5,"Port Coquitlam","",0.136
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-22T15:30:00",15.5,"Port Coquitlam","",0.121
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-22T15:30:00",15.5,"Port Coquitlam","",0.13
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-22T15:30:00",15.5,"Port Coquitlam","",0.124
"Oncorhynchus tshawytscha",-120.21651,45.73063,"2010-05-06T15:36:00",15.6,"Unknown","JUVENILE",0.162
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-22T15:30:00",15.5,"Port Coquitlam","",0.126
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-22T15:30:00",15.5,"Port Coquitlam","",0.134
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-22T15:30:00",15.5,"Port Coquitlam","",0.14
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-22T15:30:00",15.5,"Port Coquitlam","",0.123
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-22T15:30:00",15.5,"Port Coquitlam","",0.139
"Oncorhynchus tshawytscha",-120.21606,45.73093,"2010-05-06T15:38:00",15.63333333,"Unknown","JUVENILE",0.165
"Oncorhynchus tshawytscha",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.154
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-22T15:30:00",15.5,"Port Coquitlam","",0.122
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-22T15:30:00",15.5,"Port Coquitlam","",0.128
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-22T15:30:00",15.5,"Port Coquitlam","",0.129
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-22T15:30:00",15.5,"Port Coquitlam","",0.132
"Oncorhynchus tshawytscha",-120.21461,45.72731,"2010-05-06T15:43:00",15.71666667,"Unknown","JUVENILE",NA
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.123
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.12
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.126
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.122
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.138
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.143
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.127
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.136
"Oncorhynchus tshawytscha",-120.21397,45.72366,"2010-05-06T15:49:00",15.81666667,"Unknown","JUVENILE",0.161
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.128
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.135
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.13
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.125
"Oncorhynchus tshawytscha",-120.21461,45.72731,"2010-05-06T15:43:00",15.71666667,"Unknown","JUVENILE",0.138
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.131
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-04-29T15:30:00",15.5,"Port Coquitlam","",0.121
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-06T16:30:00",16.5,"Port Coquitlam","",0.127
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-06T16:30:00",16.5,"Port Coquitlam","",0.121
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-06T16:30:00",16.5,"Port Coquitlam","",0.125
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-06T16:30:00",16.5,"Port Coquitlam","",0.13
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-06T16:30:00",16.5,"Port Coquitlam","",0.124
"Oncorhynchus tshawytscha",-120.21461,45.72731,"2010-05-06T15:43:00",15.71666667,"Unknown","JUVENILE",0.137
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-06T16:30:00",16.5,"Port Coquitlam","",0.122
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-06T16:30:00",16.5,"Port Coquitlam","",0.135
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-06T16:30:00",16.5,"Port Coquitlam","",0.12
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-06T16:30:00",16.5,"Port Coquitlam","",0.126
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-06T16:30:00",16.5,"Port Coquitlam","",0.123
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-06T16:30:00",16.5,"Port Coquitlam","",0.137
"Oncorhynchus tshawytscha",-120.21606,45.73093,"2010-05-06T15:38:00",15.63333333,"Unknown","JUVENILE",0.148
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-06T16:30:00",16.5,"Port Coquitlam","",0.128
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-06T16:30:00",16.5,"Port Coquitlam","",0.133
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.13
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.123
"Oncorhynchus tshawytscha",-120.21461,45.72731,"2010-05-06T15:43:00",15.71666667,"Unknown","JUVENILE",0.157
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.124
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.125
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.122
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.127
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.128
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.143
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.131
"Oncorhynchus tshawytscha",-120.21397,45.72366,"2010-05-06T15:49:00",15.81666667,"Unknown","JUVENILE",0.151
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.121
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.136
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.132
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.15
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.135
"Oncorhynchus kisutch",-122.7731,49.45596,"2005-05-13T16:22:00",16.36666667,"Port Coquitlam","",0.137
"Oncorhynchus tshawytscha",-120.21446,45.7253,"2010-05-08T02:37:00",2.61666667,"Unknown","JUVENILE",0.158
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.139
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.136
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.125
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.128
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.132
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.13
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.135
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.138
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.123
"Oncorhynchus tshawytscha",-120.21504,45.72335,"2010-05-08T02:35:00",2.58333333,"Unknown","JUVENILE",0.188
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.127
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.124
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.131
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.129
"Oncorhynchus tshawytscha",-120.21504,45.72335,"2010-05-08T02:35:00",2.58333333,"Unknown","JUVENILE",0.161
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.137
"Oncorhynchus tshawytscha",-120.21504,45.72335,"2010-05-08T02:35:00",2.58333333,"Unknown","JUVENILE",0.138
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.134
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.126
"Oncorhynchus tshawytscha",-120.21504,45.72335,"2010-05-08T02:35:00",2.58333333,"Unknown","JUVENILE",0.157
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.14
"Oncorhynchus kisutch",-123.14931667,49.83291667,"2005-05-11T22:00:00",22,"Tenderfoot Creek","",0.142
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.124
"Oncorhynchus tshawytscha",-120.21504,45.72335,"2010-05-08T02:35:00",2.58333333,"Unknown","JUVENILE",0.178
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.137
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.123
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.131
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.127
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.132
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.135
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.125
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.138
"Oncorhynchus tshawytscha",-120.21613,45.72861,"2010-05-08T02:46:00",2.76666667,"Unknown","JUVENILE",0.15
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.129
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.122
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.126
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.134
"Oncorhynchus tshawytscha",-120.21509,45.72709,"2010-05-08T02:40:00",2.66666667,"Unknown","JUVENILE",0.159
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.128
"Oncorhynchus tshawytscha",-120.21626,45.73095,"2010-05-08T02:49:00",2.81666667,"Unknown","JUVENILE",0.147
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.136
"Oncorhynchus kisutch",-126.64694444,50.23138889,"2005-06-17T23:00:00",23,"Nimpkish River","",0.139
"Oncorhynchus tshawytscha",-120.21626,45.73095,"2010-05-08T02:49:00",2.81666667,"Unknown","JUVENILE",0.194
"Oncorhynchus tshawytscha",-120.21504,45.72335,"2010-05-08T02:35:00",2.58333333,"Unknown","JUVENILE",0.181
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-04-21T05:15:00",5.25,"Deadman River","",0.155
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-04-21T05:15:00",5.25,"Deadman River","",0.156
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-04-21T05:15:00",5.25,"Deadman River","",0.188
"Oncorhynchus tshawytscha",-120.21509,45.72709,"2010-05-08T02:40:00",2.66666667,"Unknown","JUVENILE",0.137
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-04-21T05:15:00",5.25,"Deadman River","",0.157
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-04-21T05:15:00",5.25,"Deadman River","",0.145
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-04-28T04:30:00",4.5,"Deadman River","",0.158
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-04-28T04:30:00",4.5,"Deadman River","",0.17
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-04-28T04:30:00",4.5,"Deadman River","",0.175
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-04-28T04:30:00",4.5,"Deadman River","",0.164
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-04-28T04:30:00",4.5,"Deadman River","",0.163
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-04-28T04:30:00",4.5,"Deadman River","",0.152
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-04-28T04:30:00",4.5,"Deadman River","",0.179
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-04-28T04:30:00",4.5,"Deadman River","",0.148
"Oncorhynchus tshawytscha",-120.21509,45.72709,"2010-05-08T02:40:00",2.66666667,"Unknown","JUVENILE",0.156
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-05-06T06:30:00",6.5,"Deadman River","",0.153
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-05-06T06:30:00",6.5,"Deadman River","",0.158
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-05-06T06:30:00",6.5,"Deadman River","",0.15
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-05-06T06:30:00",6.5,"Deadman River","",0.168
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-05-06T06:30:00",6.5,"Deadman River","",0.144
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-05-06T06:30:00",6.5,"Deadman River","",0.143
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-05-06T06:30:00",6.5,"Deadman River","",0.167
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-05-06T06:30:00",6.5,"Deadman River","",0.151
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-04-21T03:00:00",3,"Coldwater River","",0.164
"Oncorhynchus tshawytscha",-120.21509,45.72709,"2010-05-08T02:40:00",2.66666667,"Unknown","JUVENILE",0.186
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.164
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.163
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.17
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.162
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.151
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.152
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.142
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.16
"Oncorhynchus tshawytscha",-120.21613,45.72861,"2010-05-08T02:46:00",2.76666667,"Unknown","JUVENILE",0.152
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-05-05T03:00:00",3,"Coldwater River","",0.154
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-05-09T03:00:00",3,"Coldwater River","",0.182
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-05-09T03:00:00",3,"Coldwater River","",0.178
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-05-09T03:00:00",3,"Coldwater River","",0.196
"Oncorhynchus mykiss",-120.80507,50.11126,"2005-05-09T03:00:00",3,"Coldwater River","",0.183
"Oncorhynchus mykiss",-120.91705,50.74564,"2005-05-06T06:30:00",6.5,"Deadman River","",0.184
"Oncorhynchus nerka",-121.97974,49.07988,"2005-06-07T02:30:00",2.5,"Cultus Lake","",0.175
"Oncorhynchus nerka",-121.97974,49.07988,"2005-06-07T02:30:00",2.5,"Cultus Lake","",0.178
"Oncorhynchus nerka",-121.97974,49.07988,"2005-06-01T02:30:00",2.5,"Cultus Lake","",0.175
"Oncorhynchus tshawytscha",-120.21613,45.72861,"2010-05-08T02:46:00",2.76666667,"Unknown","JUVENILE",0.142
"Oncorhynchus nerka",-121.97974,49.07988,"2005-06-07T02:30:00",2.5,"Cultus Lake","",0.173
"Oncorhynchus nerka",-121.97974,49.07988,"2005-06-07T02:30:00",2.5,"Cultus Lake","",0.17
"Oncorhynchus nerka",-121.97974,49.07988,"2005-06-07T02:30:00",2.5,"Cultus Lake","",0.176
"Oncorhynchus nerka",-121.97974,49.07988,"2005-06-07T02:30:00",2.5,"Cultus Lake","",0.177
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.169
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.17
"Oncorhynchus tshawytscha",-120.21504,45.72335,"2010-05-08T02:35:00",2.58333333,"Unknown","JUVENILE",0.142
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.175
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.166
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.167
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.173
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.168
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.165
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.174
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.172
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.171
"Oncorhynchus tshawytscha",-120.21613,45.72861,"2010-05-08T02:46:00",2.76666667,"Unknown","JUVENILE",0.175
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.164
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.176
"Oncorhynchus tshawytscha",-120.21504,45.72335,"2010-05-08T02:35:00",2.58333333,"Unknown","JUVENILE",0.151
"Oncorhynchus nerka",-121.97974,49.07988,"2005-06-01T02:30:00",2.5,"Cultus Lake","",0.189
"Oncorhynchus tshawytscha",-120.21446,45.7253,"2010-05-08T02:37:00",2.61666667,"Unknown","JUVENILE",0.16
"Oncorhynchus nerka",-121.96733333,49.08505,"2005-06-09T03:00:00",3,"Cultus Lake","",0.161
